time,O3,O3_model
2022-01-30 06:00:00,46.0,43.875
2022-01-30 07:00:00,33.7,44.25
2022-01-30 08:00:00,32.2,47.125
2022-01-30 09:00:00,30.2,50.0
2022-01-30 10:00:00,46.3,52.875
2022-01-30 11:00:00,59.4,55.0
2022-01-30 12:00:00,65.5,55.75
2022-01-30 13:00:00,65.7,66.5
2022-01-30 14:00:00,69.1,70.75
2022-01-30 15:00:00,67.1,70.75
2022-01-30 16:00:00,61.6,57.125
2022-01-30 17:00:00,44.5,38.5
2022-01-30 18:00:00,19.5,26.0625
2022-01-30 19:00:00,3.5,16.9375
2022-01-30 20:00:00,3.3,15.0
2022-01-30 21:00:00,2.8,19.25
2022-01-30 22:00:00,2.5,33.875
2022-01-30 23:00:00,3.0,42.5
2022-01-31 00:00:00,23.9,49.25
2022-01-31 01:00:00,36.8,47.875
2022-01-31 02:00:00,54.7,59.25
2022-01-31 03:00:00,59.0,67.0
2022-01-31 04:00:00,63.3,68.5
2022-01-31 05:00:00,65.6,70.0
2022-01-31 06:00:00,68.0,70.0
2022-01-31 07:00:00,62.9,66.5
2022-01-31 08:00:00,54.4,62.125
2022-01-31 09:00:00,56.4,60.0
2022-01-31 10:00:00,58.0,65.0
2022-01-31 11:00:00,58.7,69.25
2022-01-31 12:00:00,63.2,71.5
2022-01-31 13:00:00,57.6,72.0
2022-01-31 14:00:00,58.3,72.75
2022-01-31 15:00:00,62.7,75.0
2022-01-31 16:00:00,60.2,77.0
2022-01-31 17:00:00,63.3,77.0
2022-01-31 18:00:00,62.2,75.75
2022-01-31 19:00:00,61.7,74.25
2022-01-31 20:00:00,62.4,72.0
2022-01-31 21:00:00,63.8,70.0
2022-01-31 22:00:00,66.1,67.75
2022-01-31 23:00:00,65.2,65.75
2022-02-01 00:00:00,65.4,64.25
2022-02-01 01:00:00,66.0,62.875
2022-02-01 02:00:00,63.8,61.5
2022-02-01 03:00:00,60.1,60.75
2022-02-01 04:00:00,56.3,59.25
2022-02-01 05:00:00,50.6,58.625
2022-02-01 06:00:00,46.7,56.5
2022-02-01 07:00:00,41.0,55.75
2022-02-01 08:00:00,36.3,57.125
2022-02-01 09:00:00,43.6,58.625
2022-02-01 10:00:00,49.8,57.875
2022-02-01 11:00:00,49.8,54.25
2022-02-01 12:00:00,53.4,54.25
2022-02-01 13:00:00,49.5,58.625
2022-02-01 14:00:00,50.0,60.75
2022-02-01 15:00:00,47.8,60.75
2022-02-01 16:00:00,44.2,58.625
2022-02-01 17:00:00,44.3,54.25
2022-02-01 18:00:00,41.0,50.75
2022-02-01 19:00:00,42.6,50.75
2022-02-01 20:00:00,48.5,54.25
2022-02-01 21:00:00,51.8,55.75
2022-02-01 22:00:00,55.9,55.0
2022-02-01 23:00:00,59.2,55.75
2022-02-02 00:00:00,60.6,55.75
2022-02-02 01:00:00,59.3,54.25
2022-02-02 02:00:00,59.5,53.625
2022-02-02 03:00:00,59.8,52.875
2022-02-02 04:00:00,57.1,52.125
2022-02-02 05:00:00,54.7,50.75
2022-02-02 06:00:00,53.1,47.125
2022-02-02 07:00:00,43.3,44.625
2022-02-02 08:00:00,33.5,43.625
2022-02-02 09:00:00,32.8,43.25
2022-02-02 10:00:00,29.4,42.125
2022-02-02 11:00:00,38.8,38.25
2022-02-02 12:00:00,45.7,36.0
2022-02-02 13:00:00,38.0,35.75
2022-02-02 14:00:00,37.4,36.375
2022-02-02 15:00:00,44.7,37.875
2022-02-02 16:00:00,45.7,38.875
2022-02-02 17:00:00,36.8,37.875
2022-02-02 18:00:00,31.7,37.875
2022-02-02 19:00:00,29.6,35.75
2022-02-02 20:00:00,39.6,32.5
2022-02-02 21:00:00,36.3,32.5
2022-02-02 22:00:00,40.9,36.0
2022-02-02 23:00:00,41.8,38.875
2022-02-03 00:00:00,43.8,38.875
2022-02-03 01:00:00,43.0,31.0625
2022-02-03 02:00:00,42.9,26.4375
2022-02-03 03:00:00,44.9,24.625
2022-02-03 04:00:00,46.3,27.875
2022-02-03 05:00:00,47.1,32.125
2022-02-03 06:00:00,38.5,35.75
2022-02-03 07:00:00,38.6,39.25
2022-02-03 08:00:00,33.2,44.625
2022-02-03 09:00:00,43.8,50.75
2022-02-03 10:00:00,47.2,57.875
2022-02-03 11:00:00,43.3,59.25
2022-02-03 12:00:00,43.5,59.25
2022-02-03 13:00:00,45.2,61.5
2022-02-03 14:00:00,46.0,62.125
2022-02-03 15:00:00,44.3,60.0
2022-02-03 16:00:00,40.8,55.0
2022-02-03 17:00:00,24.4,47.875
2022-02-03 18:00:00,21.6,41.375
2022-02-03 19:00:00,16.2,36.375
2022-02-03 20:00:00,16.5,35.0
2022-02-03 21:00:00,25.6,35.0
2022-02-03 22:00:00,37.0,36.75
2022-02-03 23:00:00,40.9,39.25
2022-02-04 00:00:00,45.7,41.75
2022-02-04 01:00:00,41.9,50.0
2022-02-04 02:00:00,38.4,53.625
2022-02-04 03:00:00,40.9,53.625
2022-02-04 04:00:00,46.1,54.25
2022-02-04 05:00:00,48.5,54.25
2022-02-04 06:00:00,45.4,52.125
2022-02-04 07:00:00,44.7,48.625
2022-02-04 08:00:00,36.2,43.875
2022-02-04 09:00:00,41.3,41.125
2022-02-04 10:00:00,49.8,40.0
2022-02-04 11:00:00,49.8,41.125
2022-02-04 12:00:00,45.6,44.25
2022-02-04 13:00:00,41.3,50.0
2022-02-04 14:00:00,39.1,55.0
2022-02-04 15:00:00,39.7,57.875
2022-02-04 16:00:00,37.0,61.5
2022-02-04 17:00:00,46.5,62.875
2022-02-04 18:00:00,47.5,60.75
2022-02-04 19:00:00,53.0,53.625
2022-02-04 20:00:00,66.4,50.75
2022-02-04 21:00:00,68.3,57.875
2022-02-04 22:00:00,64.5,62.875
2022-02-04 23:00:00,56.5,62.875
2022-02-05 00:00:00,58.2,62.125
2022-02-05 01:00:00,58.5,64.25
2022-02-05 02:00:00,57.6,63.625
2022-02-05 03:00:00,58.2,63.625
2022-02-05 04:00:00,59.9,62.125
2022-02-05 05:00:00,53.2,56.5
2022-02-05 06:00:00,43.2,49.25
2022-02-05 07:00:00,44.9,44.625
2022-02-05 08:00:00,28.7,44.625
2022-02-05 09:00:00,26.3,49.25
2022-02-05 10:00:00,41.6,55.75
2022-02-05 11:00:00,57.1,57.875
2022-02-05 12:00:00,53.8,59.25
2022-02-05 13:00:00,64.8,67.75
2022-02-05 14:00:00,69.0,70.0
2022-02-05 15:00:00,66.3,70.0
2022-02-05 16:00:00,65.6,67.0
2022-02-05 17:00:00,56.6,61.5
2022-02-05 18:00:00,40.5,57.875
2022-02-05 19:00:00,41.5,55.75
2022-02-05 20:00:00,46.2,56.5
2022-02-05 21:00:00,49.4,57.875
2022-02-05 22:00:00,56.7,60.0
2022-02-05 23:00:00,60.4,61.5
2022-02-06 00:00:00,62.4,61.5
2022-02-06 01:00:00,64.7,58.625
2022-02-06 02:00:00,63.1,59.25
2022-02-06 03:00:00,60.8,60.75
2022-02-06 04:00:00,62.7,62.875
2022-02-06 05:00:00,64.4,63.625
2022-02-06 06:00:00,59.6,64.25
2022-02-06 07:00:00,60.6,66.5
2022-02-06 08:00:00,57.2,66.5
2022-02-06 09:00:00,58.6,66.5
2022-02-06 10:00:00,59.4,67.0
2022-02-06 11:00:00,69.7,68.5
2022-02-06 12:00:00,63.5,70.0
2022-02-06 13:00:00,70.5,72.75
2022-02-06 14:00:00,74.7,75.0
2022-02-06 15:00:00,73.2,75.0
2022-02-06 16:00:00,72.2,74.25
2022-02-06 17:00:00,71.8,74.25
2022-02-06 18:00:00,69.9,75.75
2022-02-06 19:00:00,71.5,75.75
2022-02-06 20:00:00,74.7,74.25
2022-02-06 21:00:00,77.5,72.75
2022-02-06 22:00:00,77.3,70.75
2022-02-06 23:00:00,75.7,71.5
2022-02-07 00:00:00,76.3,73.5
2022-02-07 01:00:00,73.1,73.5
2022-02-07 02:00:00,75.3,70.75
2022-02-07 03:00:00,74.1,68.5
2022-02-07 04:00:00,72.9,67.75
2022-02-07 05:00:00,61.1,65.75
2022-02-07 06:00:00,46.4,62.875
2022-02-07 07:00:00,49.7,60.0
2022-02-07 08:00:00,42.5,58.625
2022-02-07 09:00:00,49.8,59.25
2022-02-07 10:00:00,59.5,60.0
2022-02-07 11:00:00,66.0,60.0
2022-02-07 12:00:00,69.5,60.75
2022-02-07 13:00:00,70.0,62.875
2022-02-07 14:00:00,70.1,65.0
2022-02-07 15:00:00,67.3,65.75
2022-02-07 16:00:00,64.4,60.0
2022-02-07 17:00:00,54.9,50.75
2022-02-07 18:00:00,39.2,45.0
2022-02-07 19:00:00,32.8,41.375
2022-02-07 20:00:00,27.9,40.375
2022-02-07 21:00:00,17.9,40.75
2022-02-07 22:00:00,26.2,40.75
2022-02-07 23:00:00,23.4,41.125
2022-02-08 00:00:00,26.9,40.0
2022-02-08 01:00:00,27.1,38.5
2022-02-08 02:00:00,37.2,36.0
2022-02-08 03:00:00,36.8,35.0
2022-02-08 04:00:00,55.7,35.375
2022-02-08 05:00:00,53.6,37.5
2022-02-08 06:00:00,37.3,39.25
2022-02-08 07:00:00,27.5,40.0
2022-02-08 08:00:00,21.8,40.0
2022-02-08 09:00:00,35.3,41.75
2022-02-08 10:00:00,42.2,46.375
2022-02-08 11:00:00,40.5,48.625
2022-02-08 12:00:00,53.1,50.75
2022-02-08 13:00:00,49.4,53.625
2022-02-08 14:00:00,45.0,55.0
2022-02-08 15:00:00,49.0,57.875
2022-02-08 16:00:00,42.9,56.5
2022-02-08 17:00:00,43.4,52.125
2022-02-08 18:00:00,44.6,48.625
2022-02-08 19:00:00,45.2,45.0
2022-02-08 20:00:00,48.6,40.375
2022-02-08 21:00:00,42.2,36.0
2022-02-08 22:00:00,53.4,31.8125
2022-02-08 23:00:00,54.2,27.875
2022-02-09 00:00:00,52.5,25.6875
2022-02-09 01:00:00,49.9,25.0
2022-02-09 02:00:00,39.6,24.3125
2022-02-09 03:00:00,39.3,24.625
2022-02-09 04:00:00,37.9,26.0625
2022-02-09 05:00:00,39.6,26.0625
2022-02-09 06:00:00,32.1,23.9375
2022-02-09 07:00:00,26.6,20.5625
2022-02-09 08:00:00,13.2,20.0
2022-02-09 09:00:00,9.9,25.6875
2022-02-09 10:00:00,14.6,45.375
2022-02-09 11:00:00,37.2,50.0
2022-02-09 12:00:00,54.0,52.875
2022-02-09 13:00:00,58.5,72.0
2022-02-09 14:00:00,58.4,75.0
2022-02-09 15:00:00,60.0,72.75
2022-02-09 16:00:00,52.9,66.5
2022-02-09 17:00:00,40.5,57.875
2022-02-09 18:00:00,27.6,53.625
2022-02-09 19:00:00,16.3,50.0
2022-02-09 20:00:00,27.0,46.375
2022-02-09 21:00:00,36.3,42.875
2022-02-09 22:00:00,41.9,42.5
2022-02-09 23:00:00,41.6,44.25
2022-02-10 00:00:00,45.1,47.125
2022-02-10 01:00:00,53.3,65.0
2022-02-10 02:00:00,49.6,65.0
2022-02-10 03:00:00,51.7,63.625
2022-02-10 04:00:00,44.2,60.0
2022-02-10 05:00:00,40.5,57.125
2022-02-10 06:00:00,35.7,55.0
2022-02-10 07:00:00,20.2,55.0
2022-02-10 08:00:00,17.6,56.5
2022-02-10 09:00:00,50.1,59.25
2022-02-10 10:00:00,49.8,62.875
2022-02-10 11:00:00,48.1,65.75
2022-02-10 12:00:00,50.0,68.5
2022-02-10 13:00:00,49.5,71.5
2022-02-10 14:00:00,47.9,74.25
2022-02-10 15:00:00,49.8,76.5
2022-02-10 16:00:00,59.0,75.0
2022-02-10 17:00:00,64.0,70.0
2022-02-10 18:00:00,53.0,65.0
2022-02-10 19:00:00,40.1,62.875
2022-02-10 20:00:00,47.3,60.75
2022-02-10 21:00:00,53.9,57.875
2022-02-10 22:00:00,54.2,55.75
2022-02-10 23:00:00,56.7,57.125
2022-02-11 00:00:00,59.9,58.625
2022-02-11 01:00:00,56.4,70.75
2022-02-11 02:00:00,58.0,60.0
2022-02-11 03:00:00,56.5,51.375
2022-02-11 04:00:00,54.4,56.5
2022-02-11 05:00:00,53.1,62.875
2022-02-11 06:00:00,40.1,62.875
2022-02-11 07:00:00,41.4,60.75
2022-02-11 08:00:00,41.9,59.25
2022-02-11 09:00:00,45.7,59.25
2022-02-11 10:00:00,51.8,60.0
2022-02-11 11:00:00,55.7,59.25
2022-02-11 12:00:00,61.4,59.25
2022-02-11 13:00:00,64.2,62.125
2022-02-11 14:00:00,62.4,66.5
2022-02-11 15:00:00,63.2,68.5
2022-02-11 16:00:00,62.0,52.875
2022-02-11 17:00:00,49.4,27.875
2022-02-11 18:00:00,27.4,11.34375
2022-02-11 19:00:00,2.5,3.0390625
2022-02-11 20:00:00,2.9,0.8378906
2022-02-11 21:00:00,2.9,0.41308594
2022-02-11 22:00:00,3.3,0.18701172
2022-02-11 23:00:00,2.3,0.021606445
2022-02-12 00:00:00,2.6,0.01727295
2022-02-12 01:00:00,2.5,0.20947266
2022-02-12 02:00:00,2.1,1.015625
2022-02-12 03:00:00,1.7,2.8984375
2022-02-12 04:00:00,1.3,6.34375
2022-02-12 05:00:00,6.4,10.09375
2022-02-12 06:00:00,20.1,10.28125
2022-02-12 07:00:00,16.9,16.75
2022-02-12 08:00:00,20.8,20.5625
2022-02-12 09:00:00,31.0,27.5
2022-02-12 10:00:00,42.2,35.75
2022-02-12 11:00:00,49.0,40.75
2022-02-12 12:00:00,55.0,45.375
2022-02-12 13:00:00,57.4,47.125
2022-02-12 14:00:00,60.6,45.75
2022-02-12 15:00:00,59.6,46.375
2022-02-12 16:00:00,58.0,43.875
2022-02-12 17:00:00,49.8,37.5
2022-02-12 18:00:00,20.9,35.375
2022-02-12 19:00:00,4.2,36.0
2022-02-12 20:00:00,4.3,39.625
2022-02-12 21:00:00,5.1,47.875
2022-02-12 22:00:00,5.4,57.125
2022-02-12 23:00:00,7.2,57.875
2022-02-13 00:00:00,12.8,55.75
2022-02-13 01:00:00,12.0,55.75
2022-02-13 02:00:00,2.9,51.375
2022-02-13 03:00:00,10.1,49.25
2022-02-13 04:00:00,31.6,47.125
2022-02-13 05:00:00,24.6,46.375
2022-02-13 06:00:00,36.8,47.125
2022-02-13 07:00:00,36.3,51.375
2022-02-13 08:00:00,37.3,56.5
2022-02-13 09:00:00,47.1,63.625
2022-02-13 10:00:00,59.6,72.0
2022-02-13 11:00:00,66.6,77.0
2022-02-13 12:00:00,70.3,81.5
2022-02-13 13:00:00,74.7,85.0
2022-02-13 14:00:00,78.1,88.5
2022-02-13 15:00:00,81.5,89.25
2022-02-13 16:00:00,78.0,87.75
2022-02-13 17:00:00,72.9,85.0
2022-02-13 18:00:00,70.5,83.5
2022-02-13 19:00:00,65.5,82.75
2022-02-13 20:00:00,73.3,82.75
2022-02-13 21:00:00,75.4,81.5
2022-02-13 22:00:00,76.7,80.75
2022-02-13 23:00:00,75.7,80.0
2022-02-14 00:00:00,75.5,80.0
2022-02-14 01:00:00,77.7,78.5
2022-02-14 02:00:00,77.5,79.25
2022-02-14 03:00:00,77.0,80.75
2022-02-14 04:00:00,76.5,80.75
2022-02-14 05:00:00,75.2,80.75
2022-02-14 06:00:00,72.9,80.75
2022-02-14 07:00:00,70.1,80.0
2022-02-14 08:00:00,66.3,77.75
2022-02-14 09:00:00,65.4,75.75
2022-02-14 10:00:00,66.6,72.0
2022-02-14 11:00:00,64.4,70.75
2022-02-14 12:00:00,73.2,71.5
2022-02-14 13:00:00,74.6,75.0
2022-02-14 14:00:00,71.5,75.75
2022-02-14 15:00:00,70.9,77.0
2022-02-14 16:00:00,67.0,72.0
2022-02-14 17:00:00,47.1,63.625
2022-02-14 18:00:00,39.7,55.0
2022-02-14 19:00:00,53.9,47.875
2022-02-14 20:00:00,34.3,43.875
2022-02-14 21:00:00,47.4,42.5
2022-02-14 22:00:00,48.5,43.25
2022-02-14 23:00:00,51.8,42.125
2022-02-15 00:00:00,52.4,40.375
2022-02-15 01:00:00,51.8,47.125
2022-02-15 02:00:00,57.1,45.75
2022-02-15 03:00:00,58.2,45.75
2022-02-15 04:00:00,61.4,44.625
2022-02-15 05:00:00,59.1,40.75
2022-02-15 06:00:00,50.4,31.0625
2022-02-15 07:00:00,40.2,26.0625
2022-02-15 08:00:00,34.8,27.125
2022-02-15 09:00:00,36.9,29.625
2022-02-15 10:00:00,43.7,33.25
2022-02-15 11:00:00,52.5,37.125
2022-02-15 12:00:00,54.7,41.375
2022-02-15 13:00:00,59.1,50.0
2022-02-15 14:00:00,63.1,60.75
2022-02-15 15:00:00,70.9,69.25
2022-02-15 16:00:00,69.3,76.5
2022-02-15 17:00:00,65.3,78.5
2022-02-15 18:00:00,60.5,77.0
2022-02-15 19:00:00,58.9,76.5
2022-02-15 20:00:00,62.0,77.0
2022-02-15 21:00:00,65.9,77.0
2022-02-15 22:00:00,64.8,75.75
2022-02-15 23:00:00,62.7,73.5
2022-02-16 00:00:00,60.6,72.0
2022-02-16 01:00:00,59.6,67.0
2022-02-16 02:00:00,59.4,65.0
2022-02-16 03:00:00,60.5,62.875
2022-02-16 04:00:00,60.9,60.75
2022-02-16 05:00:00,59.3,59.25
2022-02-16 06:00:00,57.4,57.875
2022-02-16 07:00:00,56.0,57.875
2022-02-16 08:00:00,52.9,58.625
2022-02-16 09:00:00,56.2,58.625
2022-02-16 10:00:00,54.8,57.875
2022-02-16 11:00:00,48.6,55.75
2022-02-16 12:00:00,48.3,52.875
2022-02-16 13:00:00,48.6,52.125
2022-02-16 14:00:00,48.4,52.875
2022-02-16 15:00:00,43.8,54.25
2022-02-16 16:00:00,43.3,55.75
2022-02-16 17:00:00,35.9,56.5
2022-02-16 18:00:00,35.5,55.75
2022-02-16 19:00:00,51.4,56.5
2022-02-16 20:00:00,37.6,57.875
2022-02-16 21:00:00,51.4,60.0
2022-02-16 22:00:00,54.1,61.5
2022-02-16 23:00:00,56.1,63.625
2022-02-17 00:00:00,56.4,66.5
2022-02-17 01:00:00,55.8,62.125
2022-02-17 02:00:00,54.7,60.0
2022-02-17 03:00:00,54.5,59.25
2022-02-17 04:00:00,56.1,58.625
2022-02-17 05:00:00,63.4,56.5
2022-02-17 06:00:00,66.3,53.625
2022-02-17 07:00:00,68.0,55.0
2022-02-17 08:00:00,68.2,63.625
2022-02-17 09:00:00,71.8,66.5
2022-02-17 10:00:00,80.9,66.5
2022-02-17 11:00:00,84.3,68.5
2022-02-17 12:00:00,86.2,70.75
2022-02-17 13:00:00,83.3,72.0
2022-02-17 14:00:00,80.9,72.75
2022-02-17 15:00:00,79.1,73.5
2022-02-17 16:00:00,77.9,72.75
2022-02-17 17:00:00,72.9,70.0
2022-02-17 18:00:00,70.3,67.75
2022-02-17 19:00:00,68.0,66.5
2022-02-17 20:00:00,67.1,64.25
2022-02-17 21:00:00,68.6,60.75
2022-02-17 22:00:00,68.2,59.25
2022-02-17 23:00:00,63.8,60.0
2022-02-18 00:00:00,62.4,60.0
2022-02-18 01:00:00,62.2,59.25
2022-02-18 02:00:00,62.7,61.5
2022-02-18 03:00:00,58.3,65.0
2022-02-18 04:00:00,60.2,65.75
2022-02-18 05:00:00,54.8,66.5
2022-02-18 06:00:00,47.2,67.0
2022-02-18 07:00:00,37.0,65.75
2022-02-18 08:00:00,37.7,59.25
2022-02-18 09:00:00,38.6,53.625
2022-02-18 10:00:00,45.8,50.75
2022-02-18 11:00:00,51.7,48.625
2022-02-18 12:00:00,56.3,49.25
2022-02-18 13:00:00,58.7,57.125
2022-02-18 14:00:00,57.0,62.125
2022-02-18 15:00:00,59.2,62.875
2022-02-18 16:00:00,62.7,63.625
2022-02-18 17:00:00,80.1,62.125
2022-02-18 18:00:00,77.4,64.25
2022-02-18 19:00:00,74.8,71.5
2022-02-18 20:00:00,72.5,72.0
2022-02-18 21:00:00,70.7,70.0
2022-02-18 22:00:00,72.4,67.75
2022-02-18 23:00:00,73.0,65.75
2022-02-19 00:00:00,73.9,65.0
2022-02-19 01:00:00,72.8,70.75
2022-02-19 02:00:00,72.8,72.0
2022-02-19 03:00:00,73.8,72.0
2022-02-19 04:00:00,71.9,71.5
2022-02-19 05:00:00,70.9,70.0
2022-02-19 06:00:00,63.2,68.5
2022-02-19 07:00:00,60.2,66.5
2022-02-19 08:00:00,59.1,65.75
2022-02-19 09:00:00,63.6,65.75
2022-02-19 10:00:00,66.2,66.5
2022-02-19 11:00:00,67.0,66.5
2022-02-19 12:00:00,68.5,67.0
2022-02-19 13:00:00,73.2,72.0
2022-02-19 14:00:00,71.9,76.5
2022-02-19 15:00:00,73.9,76.5
2022-02-19 16:00:00,71.2,75.0
2022-02-19 17:00:00,69.1,72.75
2022-02-19 18:00:00,63.4,74.25
2022-02-19 19:00:00,66.2,75.0
2022-02-19 20:00:00,66.8,75.0
2022-02-19 21:00:00,69.9,73.5
2022-02-19 22:00:00,71.4,70.75
2022-02-19 23:00:00,70.0,68.5
2022-02-20 00:00:00,69.3,69.25
2022-02-20 01:00:00,66.9,69.25
2022-02-20 02:00:00,65.2,70.75
2022-02-20 03:00:00,62.9,71.5
2022-02-20 04:00:00,62.8,72.0
2022-02-20 05:00:00,62.6,70.75
2022-02-20 06:00:00,63.2,70.0
2022-02-20 07:00:00,61.4,68.5
2022-02-20 08:00:00,60.7,67.75
2022-02-20 09:00:00,61.6,68.5
2022-02-20 10:00:00,61.9,69.25
2022-02-20 11:00:00,51.7,68.5
2022-02-20 12:00:00,51.3,67.0
2022-02-20 13:00:00,57.5,65.0
2022-02-20 14:00:00,63.7,64.25
2022-02-20 15:00:00,62.4,63.625
2022-02-20 16:00:00,61.3,63.625
2022-02-20 17:00:00,64.9,63.625
2022-02-20 18:00:00,62.7,64.25
2022-02-20 19:00:00,67.1,65.0
2022-02-20 20:00:00,68.6,66.5
2022-02-20 21:00:00,72.8,69.25
2022-02-20 22:00:00,76.8,74.25
2022-02-20 23:00:00,79.1,78.5
2022-02-21 00:00:00,80.2,79.25
2022-02-21 01:00:00,80.3,81.5
2022-02-21 02:00:00,80.8,80.0
2022-02-21 03:00:00,83.8,77.0
2022-02-21 04:00:00,79.5,76.5
2022-02-21 05:00:00,74.7,77.75
2022-02-21 06:00:00,68.9,75.75
2022-02-21 07:00:00,69.5,75.0
2022-02-21 08:00:00,68.0,74.25
2022-02-21 09:00:00,72.6,72.75
2022-02-21 10:00:00,73.0,72.0
2022-02-21 11:00:00,75.6,72.0
2022-02-21 12:00:00,74.4,72.75
2022-02-21 13:00:00,74.1,73.5
2022-02-21 14:00:00,72.2,73.5
2022-02-21 15:00:00,68.7,75.0
2022-02-21 16:00:00,65.2,77.0
2022-02-21 17:00:00,62.6,77.0
2022-02-21 18:00:00,61.8,75.75
2022-02-21 19:00:00,57.2,72.0
2022-02-21 20:00:00,59.6,68.5
2022-02-21 21:00:00,61.8,64.25
2022-02-21 22:00:00,60.2,60.75
2022-02-21 23:00:00,56.8,58.625
2022-02-22 00:00:00,58.0,57.125
2022-02-22 01:00:00,56.7,55.0
2022-02-22 02:00:00,55.4,52.875
2022-02-22 03:00:00,54.6,50.75
2022-02-22 04:00:00,51.8,48.625
2022-02-22 05:00:00,45.7,46.375
2022-02-22 06:00:00,42.3,44.625
2022-02-22 07:00:00,43.0,42.5
2022-02-22 08:00:00,43.8,41.75
2022-02-22 09:00:00,47.1,41.125
2022-02-22 10:00:00,50.8,45.375
2022-02-22 11:00:00,58.7,52.125
2022-02-22 12:00:00,60.6,59.25
2022-02-22 13:00:00,64.1,65.75
2022-02-22 14:00:00,60.6,68.5
2022-02-22 15:00:00,59.6,70.0
2022-02-22 16:00:00,57.9,70.0
2022-02-22 17:00:00,53.9,67.75
2022-02-22 18:00:00,52.5,65.0
2022-02-22 19:00:00,55.0,63.625
2022-02-22 20:00:00,55.3,62.125
2022-02-22 21:00:00,56.6,59.25
2022-02-22 22:00:00,57.3,59.25
2022-02-22 23:00:00,58.2,61.5
2022-02-23 00:00:00,59.1,63.625
2022-02-23 01:00:00,62.7,57.875
2022-02-23 02:00:00,66.4,57.125
2022-02-23 03:00:00,72.4,55.0
2022-02-23 04:00:00,55.1,50.0
2022-02-23 05:00:00,37.5,42.875
2022-02-23 06:00:00,13.8,32.5
2022-02-23 07:00:00,2.0,20.0
2022-02-23 08:00:00,3.1,16.25
2022-02-23 09:00:00,5.6,24.625
2022-02-23 10:00:00,34.3,48.625
2022-02-23 11:00:00,59.3,52.875
2022-02-23 12:00:00,75.3,57.125
2022-02-23 13:00:00,82.3,63.625
2022-02-23 14:00:00,86.0,67.0
2022-02-23 15:00:00,83.6,69.25
